时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-01-16 17:00,大雪,-0.7,0.3,东风,1,5,976,94,2.6,63
2024-01-16 18:00,大雪,-0.7,0.6,东北风,1,5,977,94,1.5,72
2024-01-16 19:00,中雪,-0.6,0,东北风,1,5,977,95,2.8,77
2024-01-16 20:00,中雪,-0.5,0.2,东北风,1,4,977,95,2.6,66
2024-01-16 21:00,多云,-0.5,0.2,东北风,1,4,977,95,2.6,36
2024-01-16 22:00,晴,-0.5,0.1,东北风,1,4,978,95,3,23
2024-01-16 23:00,多云,-0.5,0,东北风,1,1,978,95,3.1,32
2024-01-17 00:00,晴,-0.5,0,南风,1,4,977,95,3.1,16
2024-01-17 01:00,雾,-0.5,0,南风,1,3,977,96,1.5,19
2024-01-17 02:00,多云,-0.6,0,南风,1,3,977,96,2,34
2024-01-17 03:00,多云,-0.6,0,静风,0,1,976,96,2.1,30
2024-01-17 04:00,多云,-0.5,0,西风,1,3,976,96,2.7,47
2024-01-17 05:00,多云,-0.7,0,西风,1,3,976,96,2.7,70
2024-01-17 06:00,多云,-0.7,0,北风,1,3,976,96,2.6,75
2024-01-17 07:00,多云,-0.6,0,西北风,1,3,976,96,2.5,38
2024-01-17 08:00,晴,-0.3,0,西北风,1,3,976,96,2.6,21
2024-01-17 09:00,晴,0,0,静风,0,0,977,95,2.2,21
2024-01-17 10:00,多云,0.5,0,东北风,1,3,977,94,3.1,56
2024-01-17 11:00,多云,1.1,0,北风,1,2,977,90,3.7,78
2024-01-17 12:00,阴,1.6,0,北风,1,2,977,90,3.7,87
2024-01-17 13:00,阴,1.2,0,东风,1,4,975,88,2.7,93
2024-01-17 14:00,雾,1.3,0,东风,1,5,975,91,1.6,89
2024-01-17 15:00,阴,1.5,0,东南风,2,6,975,88,3,87
2024-01-17 16:00,多云,1.6,0,东风,1,5,975,86,3.6,76
2024-01-17 17:00,晴,1.6,0,南风,1,5,975,87,2,27
2024-01-17 18:00,多云,1.6,0,东北风,1,4,975,87,3.7,68
2024-01-17 19:00,多云,1.3,0,东风,2,6,976,88,3.4,57
2024-01-17 20:00,多云,1,0,南风,1,3,976,90,2.8,61
2024-01-17 21:00,多云,1,0,东北风,1,3,976,91,2.5,66
2024-01-17 22:00,多云,0.5,0,东风,1,4,977,90,2.7,44
2024-01-17 23:00,多云,0.3,0,东北风,1,3,977,92,2.3,63
2024-01-18 00:00,多云,0.6,0,东北风,1,3,977,92,2.5,71
2024-01-18 01:00,多云,0.7,0,南风,1,1,977,92,2.3,45
2024-01-18 02:00,多云,0.8,0,东风,1,3,977,92,2.3,48
2024-01-18 03:00,多云,0.8,0,东北风,1,4,976,92,2.1,48
2024-01-18 04:00,多云,0.6,0,东北风,2,6,976,91,2.4,47
2024-01-18 05:00,多云,0.5,0,东北风,2,6,976,92,2.3,51
2024-01-18 06:00,多云,0.5,0,东北风,2,6,976,91,2.4,59
2024-01-18 07:00,多云,0.3,0,东风,2,9,977,89,2.7,68
2024-01-18 08:00,多云,0.2,0,东风,2,7,977,91,2.4,67
2024-01-18 09:00,多云,0.2,0,东风,2,9,977,91,2.5,53
2024-01-18 10:00,阴,0.2,0,东风,2,12,978,91,2.4,83
2024-01-18 11:00,阴,0.3,0,东风,3,14,978,91,2.2,95
2024-01-18 12:00,阴,0.5,0,东风,3,14,977,92,2.2,95
2024-01-18 13:00,阴,0.5,0,东北风,3,14,976,92,2.2,95
2024-01-18 14:00,雾,0.5,0,东风,3,12,975,94,1.8,95
2024-01-18 15:00,阴,0.5,0,东北风,2,12,975,93,2,95
2024-01-18 16:00,雾,0.6,0,东北风,2,11,975,94,1.8,82
2024-01-18 17:00,多云,0.7,0,东北风,2,10,975,93,2.2,75
2024-01-18 18:00,阴,0.9,0,东北风,2,10,976,91,2.5,82
2024-01-18 19:00,阴,0.9,0,东北风,2,6,976,91,2.3,83
2024-01-18 20:00,阴,0.9,0,东北风,2,6,977,91,2.1,89
2024-01-18 21:00,阴,0.9,0,东北风,1,5,977,91,2.3,85
2024-01-18 22:00,阴,1,0,东北风,1,5,977,91,2.4,89
2024-01-18 23:00,阴,1,0,北风,1,4,977,92,2.5,91
2024-01-19 00:00,阴,0.8,0,东北风,2,9,977,88,3.1,95
2024-01-19 01:00,多云,0.5,0,东北风,2,9,977,87,4.4,78
2024-01-19 02:00,阴,0.3,0,东北风,2,9,976,86,5,81
2024-01-19 03:00,大雪,0.2,0,东北风,2,9,977,86,5,58
2024-01-19 04:00,多云,-0.1,0,东北风,2,8,977,88,3.7,52
2024-01-19 05:00,多云,-0.2,0.2,东北风,2,9,977,92,3.8,64
2024-01-19 06:00,多云,-0.1,0,东北风,2,11,977,90,4.8,71
2024-01-19 07:00,多云,-0.1,0,东北风,2,9,977,88,5.9,74
2024-01-19 08:00,晴,0,0,东北风,2,9,977,88,5.9,21
2024-01-19 09:00,多云,0.2,0,东北风,2,11,978,86,6.7,52
2024-01-19 10:00,多云,0.3,0,东北风,2,9,979,85,6.9,78
2024-01-19 11:00,阴,0.4,0,东风,2,10,979,84,6.8,95
2024-01-19 12:00,阴,0.5,0,东北风,2,9,979,84,6.2,95
2024-01-19 13:00,阴,0.4,0,东北风,2,7,978,87,4.6,95
2024-01-19 14:00,阴,0.3,0,东风,2,7,978,90,3.6,95
2024-01-19 15:00,阴,0.3,0,东北风,2,8,977,90,3.8,92
2024-01-19 16:00,阴,0.4,0,东北风,2,6,978,89,4.4,83
2024-01-19 17:00,多云,0.4,0,东北风,2,6,978,89,4.4,69
2024-01-19 18:00,阴,0.4,0,东风,1,2,979,88,3.2,86
2024-01-19 19:00,阴,0.4,0,西南风,1,3,980,91,3.5,93
2024-01-19 20:00,阴,0.4,0,西北风,1,3,981,90,3.6,89
2024-01-19 21:00,阴,0.6,0,北风,1,5,981,89,4.1,89
2024-01-19 22:00,阴,0.4,0,东北风,1,3,982,89,4,84
2024-01-19 23:00,多云,0.5,0,西风,1,3,982,89,4.1,67
2024-01-20 00:00,多云,0.4,0,西风,1,3,982,89,4.1,75
2024-01-20 01:00,多云,0.4,0,西风,1,4,982,91,3.6,57
2024-01-20 02:00,多云,0.5,0,西风,1,3,981,90,4.1,55
2024-01-20 03:00,多云,0.5,0,西南风,1,5,981,86,4.5,32
2024-01-20 04:00,晴,-0.1,0,西南风,1,5,981,86,4.5,22
2024-01-20 05:00,晴,-0.1,0,西南风,1,4,980,91,3.9,20
2024-01-20 06:00,多云,0.2,0,西南风,2,8,980,91,3.9,46
2024-01-20 07:00,阴,0,0,西南风,2,8,980,91,3.9,89
2024-01-20 08:00,阴,0.3,0,西南风,1,4,980,91,3.6,94
2024-01-20 09:00,多云,0.6,0,北风,1,3,981,92,3.4,53
2024-01-20 10:00,多云,1.2,0,西北风,1,4,981,90,3.7,38
2024-01-20 11:00,多云,2.7,0,北风,1,3,981,84,4.5,58
2024-01-20 12:00,多云,3.6,0,西北风,1,4,980,78,4.1,38
2024-01-20 13:00,霾,4.9,0,东北风,1,3,979,73,3.7,4
2024-01-20 14:00,晴,4.4,0,东风,2,10,978,72,5.4,0
2024-01-20 15:00,晴,4,0,东北风,2,12,978,75,5.3,3
2024-01-20 16:00,晴,3.7,0,东风,3,13,978,76,4.5,2
2024-01-20 17:00,晴,3.1,0,东风,3,14,978,77,4.6,12
2024-01-20 18:00,霾,2.6,0,东北风,2,10,979,81,4.3,61
2024-01-20 19:00,阴,2.4,0,东北风,3,13,980,83,3.6,89
2024-01-20 20:00,阴,2.5,0,东北风,3,13,980,83,3.6,84
2024-01-20 21:00,小雨,2.4,0,东北风,2,6,982,81,3.9,82
2024-01-20 22:00,小雨,2.5,0,东北风,1,5,983,82,3.6,76
2024-01-20 23:00,霾,2.4,0,东北风,2,9,984,78,4.1,78
2024-01-21 00:00,小雨,2.5,0,东北风,2,8,984,75,4.7,82
2024-01-21 01:00,多云,2.5,0,东北风,2,8,984,75,4.7,62
2024-01-21 02:00,多云,2.1,0,东风,2,9,985,64,8.2,57
2024-01-21 03:00,多云,1.9,0,东风,2,9,985,64,10,74
2024-01-21 04:00,多云,1.7,0,东北风,2,7,986,62,14.1,85
2024-01-21 05:00,多云,1.3,0,东风,2,8,986,57,21.1,78
2024-01-21 06:00,多云,0.8,0,东风,1,5,987,53,27.7,40
2024-01-21 07:00,多云,-0.1,0,东风,2,7,988,50,30,38
2024-01-21 08:00,多云,-0.3,0,东风,2,7,988,50,30,54
2024-01-21 09:00,中雪,-0.4,0,东北风,3,13,991,51,29.8,71
2024-01-21 10:00,阴,-0.1,0,东风,3,17,992,48,26,93
2024-01-21 11:00,阴,-0.2,0,东风,3,13,992,46,30,95
2024-01-21 12:00,阴,-0.4,0,东风,3,13,992,46,30,95
2024-01-21 13:00,小雪,-0.3,0,东风,2,12,991,47,30,95
2024-01-21 14:00,中雪,-0.3,0,东风,2,11,991,40,30,95
2024-01-21 15:00,中雪,-0.8,0,东南风,2,10,991,40,30,95
2024-01-21 16:00,阴,-0.6,0,东风,2,6,991,40,30,95
2024-01-21 17:00,阴,-1,0,东风,2,6,991,40,30,93
2024-01-21 18:00,阴,-1.4,0,南风,1,5,992,45,30,95
2024-01-21 19:00,多云,-1.7,0,东风,1,4,993,50,30,76
2024-01-21 20:00,多云,-2,0,东风,2,7,994,53,29.8,58
2024-01-21 21:00,多云,-1.5,0,东风,2,8,995,48,30,59
2024-01-21 22:00,多云,-1.9,0,东风,2,10,995,43,30,70
2024-01-21 23:00,多云,-2.5,0,东风,3,16,996,45,30,77
2024-01-22 00:00,多云,-3.4,0,东风,4,23,996,32,30,42
2024-01-22 01:00,晴,-4.3,0,东北风,3,15,996,36,30,24
2024-01-22 02:00,晴,-5.4,0,东风,3,17,996,38,30,24
2024-01-22 03:00,晴,-5.9,0,东风,3,15,996,39,30,27
2024-01-22 04:00,多云,-6.6,0,东风,3,13,995,40,30,43
2024-01-22 05:00,多云,-7.2,0,东风,2,11,996,43,30,40
2024-01-22 06:00,晴,-7.9,0,东风,2,12,996,42,30,9
2024-01-22 07:00,晴,-8.2,0,东风,2,9,996,44,30,0
2024-01-22 08:00,晴,-8.3,0,东风,2,10,996,46,30,2
2024-01-22 09:00,晴,-7.4,0,东风,3,13,997,40,30,0
2024-01-22 10:00,晴,-6.4,0,东风,3,13,997,39,30,0
2024-01-22 11:00,晴,-6,0,东风,2,12,997,35,30,0
2024-01-22 12:00,晴,-5.3,0,东风,2,10,995,31,30,0
2024-01-22 13:00,晴,-4.5,0,东风,3,14,994,30,30,0
2024-01-22 14:00,晴,-4.3,0,东北风,3,13,993,26,30,0
2024-01-22 15:00,晴,-3.7,0,东风,2,12,992,24,30,0
2024-01-22 16:00,晴,-3.4,0,东风,2,12,992,24,30,0
2024-01-22 17:00,晴,-4.2,0,东风,2,12,991,24,30,0
2024-01-22 18:00,晴,-4.7,0,东北风,2,12,992,29,30,0
2024-01-22 19:00,晴,-5.1,0,东北风,2,6,993,34,30,1
2024-01-22 20:00,晴,-5.2,0,东北风,2,8,993,34,30,10
2024-01-22 21:00,多云,-5.3,0,东北风,2,6,994,33,30,69
2024-01-22 22:00,多云,-5.6,0,东风,2,8,994,36,30,72
2024-01-22 23:00,多云,-5.8,0,东风,2,9,994,44,30,81
2024-01-23 00:00,阴,-6,0,东北风,1,5,994,46,30,95
2024-01-23 01:00,多云,-6,0,东北风,2,8,994,42,30,88
2024-01-23 02:00,多云,-6,0,东北风,2,8,994,42,30,87
2024-01-23 03:00,阴,-5.8,0,东北风,1,4,994,41,30,90
2024-01-23 04:00,阴,-5.8,0,东北风,1,4,994,41,30,94
2024-01-23 05:00,阴,-5.7,0,东北风,1,5,994,41,30,95
2024-01-23 06:00,多云,-6,0,东北风,1,5,994,42,30,79
2024-01-23 07:00,晴,-6.9,0,北风,1,3,994,51,30,22
2024-01-23 08:00,多云,-7.1,0,北风,2,7,995,54,30,64
2024-01-23 09:00,多云,-5.5,0,东北风,2,8,995,41,30,38
2024-01-23 10:00,多云,-4.3,0,东北风,2,7,995,33,30,73
2024-01-23 11:00,多云,-3.4,0,北风,2,7,995,30,30,55
2024-01-23 12:00,多云,-2.5,0,西北风,1,5,995,28,30,67
2024-01-23 13:00,多云,-2.2,0,西北风,1,5,994,30,30,58
2024-01-23 14:00,晴,-0.9,0,西北风,2,9,992,28,30,6
2024-01-23 15:00,晴,-0.3,0,东南风,1,5,992,27,30,0
2024-01-23 16:00,晴,-0.3,0,南风,1,4,991,26,30,0
2024-01-23 17:00,晴,-0.9,0,西南风,1,5,991,26,30,0
2024-01-23 18:00,晴,-1.9,0,西北风,1,2,991,27,30,0
2024-01-23 19:00,晴,-3.1,0,西风,1,2,991,30,30,0
2024-01-23 20:00,晴,-3,0,西风,2,6,992,34,29.6,0
2024-01-23 21:00,晴,-3.4,0,西风,2,8,992,38,29.4,5
2024-01-23 22:00,晴,-3.8,0,西风,2,6,992,40,28.1,21
2024-01-23 23:00,多云,-4.5,0,西风,1,4,992,46,12.8,66
2024-01-24 00:00,多云,-4.2,0,西南风,1,5,992,48,21.7,52
2024-01-24 01:00,多云,-3.9,0,西南风,1,5,992,50,18.2,72
2024-01-24 02:00,多云,-4.3,0,西南风,1,5,992,50,18.2,46
2024-01-24 03:00,晴,-4.7,0,西南风,1,4,992,53,14.7,14
2024-01-24 04:00,晴,-5,0,西南风,2,6,991,59,14.4,3
2024-01-24 05:00,晴,-5.3,0,西南风,1,3,991,59,15.6,11
2024-01-24 06:00,晴,-5.4,0,西南风,2,6,990,60,11.8,25
2024-01-24 07:00,晴,-6,0,西风,1,4,991,64,11.6,0
2024-01-24 08:00,晴,-6.4,0,西风,1,4,991,64,11.6,0
2024-01-24 09:00,晴,-3.9,0,西北风,1,3,991,67,9.5,0
2024-01-24 10:00,晴,-2.4,0,西风,2,6,992,51,9.3,0
2024-01-24 11:00,晴,-0.6,0,南风,2,6,991,39,14.1,0
2024-01-24 12:00,晴,-0.2,0,西南风,2,6,990,35,19.2,4
2024-01-24 13:00,晴,0.5,0,西风,2,7,989,34,19.2,1
2024-01-24 14:00,晴,1.4,0,西南风,2,7,987,30,24.1,2
2024-01-24 15:00,晴,2.5,0,西南风,2,7,987,30,24.1,2
2024-01-24 16:00,晴,2.6,0,北风,1,5,987,28,25.6,1
2024-01-24 17:00,晴,1.3,0,西南风,2,6,986,26,25.9,0
2024-01-24 18:00,晴,0.3,0,西南风,2,6,986,26,25.9,1
2024-01-24 19:00,晴,-0.4,0,西风,2,10,987,37,18.8,11
2024-01-24 20:00,多云,-0.5,0,西风,2,7,987,39,17.9,37
2024-01-24 21:00,多云,-1.1,0,西风,1,4,987,41,15.2,68
2024-01-24 22:00,多云,-1.2,0,西南风,1,5,987,38,19.6,52
2024-01-24 23:00,多云,-1.8,0,西南风,1,5,987,38,19.6,55
2024-01-25 00:00,晴,-2.1,0,西南风,1,5,987,43,17.1,1
2024-01-25 01:00,晴,-3,0,西风,1,5,987,43,20.4,0
2024-01-25 02:00,晴,-4.2,0,西南风,1,3,987,50,15.1,0
2024-01-25 03:00,晴,-3.8,0,西风,1,3,987,54,17,0
2024-01-25 04:00,晴,-3.7,0,西北风,1,5,987,52,14.3,10
2024-01-25 05:00,晴,-4.8,0,西北风,1,5,987,52,14.3,29
2024-01-25 06:00,多云,-5.3,0,北风,1,2,988,65,11.3,43
2024-01-25 07:00,多云,-5.9,0,西风,1,1,988,66,10.3,38
2024-01-25 08:00,晴,-5.4,0,西风,1,1,988,66,10.3,27
2024-01-25 09:00,多云,-3.9,0,西南风,1,3,989,63,8.7,40
2024-01-25 10:00,晴,-2.3,0,西风,1,5,990,64,7.5,26
2024-01-25 11:00,多云,-0.6,0,北风,2,6,990,39,8.9,35
2024-01-25 12:00,晴,0.6,0,西北风,1,5,990,31,17,16
2024-01-25 13:00,晴,1.9,0,西北风,2,8,988,31,22.2,1
2024-01-25 14:00,晴,2.8,0,东南风,1,5,987,24,23.9,0
2024-01-25 15:00,晴,3.6,0,西南风,1,5,986,23,23,0
2024-01-25 16:00,晴,3.4,0,西风,2,7,986,22,26.5,0
2024-01-25 17:00,晴,2.8,0,西南风,2,6,985,20,24.6,3
2024-01-25 18:00,晴,2,0,西风,2,6,986,22,21.3,6
2024-01-25 19:00,多云,1.1,0,西风,1,5,986,25,20.6,30
2024-01-25 20:00,多云,1,0,西风,1,5,987,27,21,35
2024-01-25 21:00,多云,0.7,0,西南风,2,7,987,29,19.6,70
2024-01-25 22:00,多云,0.6,0,西南风,2,7,987,31,15.6,72
2024-01-25 23:00,多云,0.4,0,静风,0,1,988,35,15.1,69
2024-01-26 00:00,多云,-0.3,0,静风,0,1,988,35,15.1,73
2024-01-26 01:00,多云,-1.2,0,西风,1,4,987,37,14.3,40
2024-01-26 02:00,多云,-0.5,0,西南风,2,6,987,41,11.1,84
2024-01-26 03:00,多云,-1.1,0,西南风,1,3,987,47,11.2,82
2024-01-26 04:00,多云,-1.5,0,西北风,1,3,986,47,11.4,87
2024-01-26 05:00,晴,-2.7,0,西北风,1,2,985,50,12.2,29
2024-01-26 06:00,晴,-3.2,0,东北风,1,2,985,59,9.9,4
2024-01-26 07:00,晴,-3.4,0,西北风,1,3,985,57,10.3,10
2024-01-26 08:00,晴,-3.8,0,西北风,1,2,986,61,8.9,29
2024-01-26 09:00,晴,-1.7,0,东南风,1,3,986,56,10.3,0
2024-01-26 10:00,晴,0.6,0,东南风,1,3,986,56,10.3,0
2024-01-26 11:00,晴,1.6,0,北风,2,6,986,41,13,0
2024-01-26 12:00,晴,3.3,0,南风,1,4,985,33,14,0
2024-01-26 13:00,晴,4.4,0,西南风,2,6,984,28,15.1,0
2024-01-26 14:00,晴,4.9,0,西南风,2,6,984,28,15.1,0
2024-01-26 15:00,晴,5,0,南风,2,6,982,23,16.1,0
2024-01-26 16:00,晴,5.6,0,西南风,1,4,982,22,15.4,0
2024-01-26 17:00,晴,4.9,0,西北风,1,2,982,22,15,0
2024-01-26 18:00,晴,2.3,0,西风,1,3,982,25,16.9,0
2024-01-26 19:00,晴,1.7,0,东北风,1,1,983,31,15.8,0
2024-01-26 20:00,晴,1,0,东北风,1,1,983,31,15.8,0
2024-01-26 21:00,晴,0.1,0,东风,1,5,984,41,12,0
2024-01-26 22:00,多云,-0.4,0,西北风,2,8,984,40,10.4,51
2024-01-26 23:00,多云,-1.3,0,东北风,1,3,985,46,8.5,68
2024-01-27 00:00,晴,-0.9,0,西风,1,3,985,44,8.3,28
2024-01-27 01:00,多云,-2.7,0,北风,1,3,986,48,7.6,31
2024-01-27 02:00,晴,-2.5,0,南风,1,4,986,53,7.7,0
2024-01-27 03:00,晴,-2.3,0,南风,1,5,985,57,8.3,0
2024-01-27 04:00,晴,-3.5,0,西风,1,3,985,58,7,0
2024-01-27 05:00,晴,-4.4,0,北风,1,5,985,58,7.1,0
2024-01-27 06:00,晴,-4.6,0,静风,0,1,984,64,7.4,0
2024-01-27 07:00,晴,-4.7,0,东南风,1,3,985,64,9,0
2024-01-27 08:00,晴,-5,0,东风,1,3,985,70,7.5,0
2024-01-27 09:00,晴,-2.5,0,东北风,1,3,986,69,7.1,0
2024-01-27 10:00,晴,1,0,东北风,1,4,986,55,8.1,0
2024-01-27 11:00,晴,2.1,0,东北风,2,6,986,38,13.6,0
2024-01-27 12:00,晴,3.6,0,东风,1,5,986,33,13.6,0
2024-01-27 13:00,晴,4.3,0,东风,1,5,984,29,13.8,0
2024-01-27 14:00,晴,4.9,0,北风,1,3,983,28,13.4,0
2024-01-27 15:00,晴,5.9,0,北风,1,3,983,28,13.4,0
2024-01-27 16:00,晴,6.2,0,北风,1,3,982,24,16.1,0
2024-01-27 17:00,晴,5.7,0,东风,1,4,982,20,26.3,0
2024-01-27 18:00,晴,4.4,0,东风,1,4,982,20,26.3,0
2024-01-27 19:00,晴,2.4,0,东风,1,4,982,41,14.6,0
2024-01-27 20:00,晴,1.1,0,东北风,1,4,983,46,12.8,0
2024-01-27 21:00,晴,0.4,0,东北风,1,4,983,46,12.8,0
2024-01-27 22:00,多云,-0.6,0,东北风,1,1,983,52,10.2,45
2024-01-27 23:00,多云,-1,0,东北风,1,2,984,51,9.4,35
2024-01-28 00:00,晴,-1.4,0,北风,1,5,984,51,8.8,25
2024-01-28 01:00,多云,-2.8,0,东北风,1,4,984,51,7.9,33
2024-01-28 02:00,多云,-2.8,0,东风,1,3,984,53,9.1,34
2024-01-28 03:00,晴,-3.8,0,东风,1,3,984,53,9.1,27
2024-01-28 04:00,晴,-4.2,0,东北风,1,4,983,62,8.6,11
2024-01-28 05:00,晴,-4.8,0,东北风,1,3,982,66,7.7,0
2024-01-28 06:00,晴,-4.4,0,西北风,1,3,982,64,9.2,0
2024-01-28 07:00,晴,-5.5,0,东北风,1,3,982,63,10.3,0
2024-01-28 08:00,晴,-4.9,0,北风,1,3,982,64,11.6,0
2024-01-28 09:00,晴,-2.3,0,北风,1,3,983,59,12.2,0
2024-01-28 10:00,晴,-0.3,0,东北风,1,3,983,53,10.9,0
2024-01-28 11:00,晴,1.5,0,东北风,1,3,983,53,10.9,0
2024-01-28 12:00,晴,3.5,0,东北风,1,5,983,43,10.4,0
2024-01-28 13:00,晴,4.7,0,东风,2,7,980,36,11.1,0
2024-01-28 14:00,晴,5.3,0,东北风,2,10,978,34,12.9,0
2024-01-28 15:00,晴,5.8,0,东风,2,11,977,28,16.3,0
2024-01-28 16:00,晴,5.9,0,东北风,2,10,977,28,16.3,0
2024-01-28 17:00,晴,4.8,0,东风,2,11,977,27,17.9,0
2024-01-28 18:00,晴,3.5,0,东北风,2,7,977,36,17,0
2024-01-28 19:00,晴,2.1,0,东北风,2,8,977,40,15.4,0
2024-01-28 20:00,晴,1.3,0,东北风,2,8,977,40,15.4,0
2024-01-28 21:00,晴,1,0,北风,1,2,978,45,12.6,0
2024-01-28 22:00,晴,0.7,0,西北风,1,4,978,47,11.5,0
2024-01-28 23:00,晴,-0.3,0,西北风,1,4,978,47,10,0
2024-01-29 00:00,晴,-1.2,0,西北风,1,5,977,52,10.7,0
2024-01-29 01:00,晴,-1.8,0,西北风,1,3,977,54,8.6,0
2024-01-29 02:00,晴,-2.4,0,东风,1,4,976,60,7.8,0
2024-01-29 03:00,晴,-3,0,静风,0,1,976,61,8.4,0
2024-01-29 04:00,晴,-3.3,0,北风,1,2,976,64,6.6,0
2024-01-29 05:00,晴,-3.6,0,西北风,1,2,975,64,7,0
2024-01-29 06:00,晴,-4.5,0,东北风,1,4,975,70,6.1,0
2024-01-29 07:00,晴,-4.1,0,西风,1,2,975,73,5.9,0
2024-01-29 08:00,晴,-4.1,0,东风,1,2,975,66,8.1,0
2024-01-29 09:00,晴,-1.7,0,静风,0,1,975,64,7.4,0
2024-01-29 10:00,晴,0.2,0,北风,2,6,975,57,7.4,0
2024-01-29 11:00,晴,2.3,0,北风,1,5,975,49,8,0
2024-01-29 12:00,晴,3.6,0,东北风,2,9,974,40,8.6,0
2024-01-29 13:00,多云,5.4,0,东北风,2,9,974,40,8.6,38
2024-01-29 14:00,多云,5.7,0,东风,2,6,971,34,11.3,35
2024-01-29 15:00,晴,6.4,0,东风,2,6,971,34,11.3,7
2024-01-29 16:00,晴,5.7,0,东风,3,15,969,35,12.8,2
2024-01-29 17:00,晴,5,0,东风,3,14,969,38,11,3
2024-01-29 18:00,晴,4.2,0,东风,3,13,969,44,9.6,2
2024-01-29 19:00,晴,2.3,0,东北风,1,4,970,52,8.9,0
2024-01-29 20:00,晴,2.1,0,东北风,1,5,971,54,8.6,0
2024-01-29 21:00,晴,0.5,0,东北风,1,5,970,57,7.3,0
2024-01-29 22:00,晴,0.4,0,北风,1,3,970,59,7,0
2024-01-29 23:00,晴,0.8,0,西风,2,6,970,58,6.5,0
2024-01-30 00:00,晴,0.1,0,西风,2,6,970,58,6.5,0
2024-01-30 01:00,晴,-0.2,0,西南风,1,3,970,61,6.8,0
2024-01-30 02:00,晴,-0.5,0,西北风,1,4,970,60,6,0
2024-01-30 03:00,晴,-1.2,0,西北风,2,7,970,63,5.4,0
2024-01-30 04:00,晴,-1.4,0,西南风,1,4,971,64,5.9,0
2024-01-30 05:00,晴,-0.3,0,西南风,1,4,971,61,6.6,0
2024-01-30 06:00,晴,-0.5,0,东北风,1,1,972,64,5.3,21
2024-01-30 07:00,多云,0,0,北风,1,3,973,66,4.6,42
2024-01-30 08:00,多云,0.4,0,北风,1,3,973,66,4.6,40
2024-01-30 09:00,霾,0.7,0,西南风,1,4,974,64,3.9,65
2024-01-30 10:00,霾,2.3,0,西南风,1,4,974,64,3.8,48
2024-01-30 11:00,晴,4.9,0,南风,1,4,974,54,4.6,22
2024-01-30 12:00,晴,6.1,0,西南风,1,5,973,46,5,0
2024-01-30 13:00,晴,8.2,0,东风,1,5,972,42,4.9,0
2024-01-30 14:00,晴,9.4,0,东风,1,5,972,42,4.9,0
2024-01-30 15:00,晴,10.1,0,东北风,1,3,971,38,5.1,0
2024-01-30 16:00,晴,10.3,0,东风,2,6,970,34,7.9,0
2024-01-30 17:00,晴,8.5,0,东风,2,9,970,38,7.3,0
2024-01-30 18:00,晴,7.6,0,东风,3,12,970,46,6.3,0
2024-01-30 19:00,晴,5.5,0,东风,3,12,970,46,6.3,0
2024-01-30 20:00,晴,4.9,0,东北风,2,8,971,55,4.8,0
2024-01-30 21:00,晴,3.3,0,东北风,2,9,971,58,4.9,0
2024-01-30 22:00,霾,2.8,0,北风,2,8,972,64,2.5,0
2024-01-30 23:00,霾,1.5,0,北风,2,6,972,67,3.2,0
2024-01-31 00:00,霾,1.2,0,东北风,1,5,972,67,3.4,0
2024-01-31 01:00,霾,0.7,0,东北风,1,5,972,67,3.4,0
2024-01-31 02:00,霾,0,0,东北风,2,6,973,71,3.3,0
2024-01-31 03:00,霾,0.1,0,北风,1,4,972,77,3.1,0
2024-01-31 04:00,霾,0,0,北风,1,3,972,78,2.9,0
2024-01-31 05:00,晴,-1.2,0,东北风,1,4,971,82,2.8,0
2024-01-31 06:00,晴,-1.2,0,东北风,1,4,971,82,2.8,8
2024-01-31 07:00,晴,-0.8,0,南风,1,1,972,83,3,13
2024-01-31 08:00,霾,0.1,0,西风,1,3,973,77,3.2,6
2024-01-31 09:00,霾,0.4,0,北风,1,2,973,75,3.5,21
2024-01-31 10:00,多云,1.3,0,南风,1,3,974,76,3.2,52
2024-01-31 11:00,多云,2.1,0,南风,1,3,974,76,3.2,78
2024-01-31 12:00,霾,2.9,0,东风,1,3,973,70,1.9,90
2024-01-31 13:00,霾,3.4,0,西北风,1,3,972,66,2.6,95
2024-01-31 14:00,霾,3.3,0,北风,2,6,971,67,3,95
2024-01-31 15:00,霾,3.3,0,北风,1,3,971,66,3.3,95
2024-01-31 16:00,霾,3.4,0,东风,1,4,972,68,3,82
2024-01-31 17:00,阴,2.5,0,东风,2,9,972,73,2.7,82
2024-01-31 18:00,小雨,2.4,0,东风,2,9,972,73,2.7,82
2024-01-31 19:00,小雨,2.2,0,东北风,1,5,973,79,2.6,95
2024-01-31 20:00,阴,1.1,0,东风,1,5,975,86,1.8,85
2024-01-31 21:00,雾,0.6,0.8,静风,0,1,975,93,0.6,64
2024-01-31 22:00,雾,0.6,0.1,静风,0,0,976,95,0.6,69
2024-01-31 23:00,雾,0.6,0.1,静风,0,0,976,95,0.6,73
2024-02-01 00:00,雾,0.7,0.1,东北风,1,1,976,96,0.4,82
2024-02-01 01:00,雾,0.8,0,东北风,1,4,977,96,0.5,54
2024-02-01 02:00,雾,0.7,0,东北风,1,4,977,96,0.5,50
2024-02-01 03:00,大雾,0.6,0,东北风,2,8,977,96,0.9,39
2024-02-01 04:00,雾,0.5,0,东北风,2,8,977,95,1.1,26
